,lang,tweet,polarity
1045,en,"@TIME If I was Ukraine, I'd join NATO asap. The only way to get protection against Vlad the Impaler. #Putin",negative
1046,en,@Reuters putin is a bully asshole who invades his neghbors.he asks for equality but gives none. Big middle finger to #putin,negative
1047,en,@RT_com lol! a strategic move to appoint someone twice the size of #Putin-May have worked if he didn't lean away like a coward :D,neutral
1048,en,"So NATO expanded its borders beyond where it promised it would stop, #Russia responds and now #Putin is the new devil? Did I miss anything?",positive
1049,en,"Joseph LeGasse: #Putin plays on the principle: I will disguise my weaknesses as strengths, and I will expose your weaknesses @KyivPost",neutral
1050,en,Now the Western on the whole #Putin blackmail response about this kind: you want that we will #Swift disconnect? Shit question like-we do it,negative
1051,en,We're back into #Putin bashing! Great to see such a gross manipulation from the media...never give the full picture ;-),positive
1052,en,"Next #Russian humanitarian convoy #Putin sends me set to contain my new year party supplies, party theme is artillery.",negative
1053,en,"Putin is ALMOST right: no OUTSIDER has, or ever will suppress Russia, only insiders have: Tzars, Stalin and now Putin. #Russia #Putin",negative
1054,en,It's one of those moments where it really must be said: #Putin apologists are morally corrupt & intellectually deficient.,negative
1055,en,Remember when #Putin shot down a plane full of people with no repercussions? Remember when #Assad gassed his people & stayed in power?,negative
1056,en,Russians are hostages of their own government. They don't want to believe that #Putin is at the point of no return and will destroy Russia.,negative
1057,en,@bryancostanich LOL so #Putin is encroaching on sovereign countries because the mean western countries made him do it? Ha!,negative
1058,en,"#Limonov to #Putin ""One should watch these European dwarves through a lorgnette, from afar; and with a cold smile""",neutral
1059,en,Would launching Vladimir into space with just a spacesuit & a rocket be considered space junk? #putin,negative
1060,en,This is what happens when two people who aren't good at talking to other people talk to other people. #Harper #Putin,negative
1061,en,Re:Last post. Interesting #Putin considering economic liberalization scenario. Regime has survived largely thanks to a network of corruption,negative
1062,en,"Who cares what #Putin pokes. Sure everything he's ever had sex with is murdered & eaten: women, whores, children, beasts, faggots, & corpses",negative
1063,en,Czech ppl created Nechceme Putina v Praze group on FB being against potential #putin's visit in Jan at Pres Zeman's invit - ukrpravda |EMPR,neutral
1064,en,".@HiltonBrisbane Also, on bill, it show charge for roasted peanut and two cans Fanta (orange), but not have any thing. Please refund. #Putin",neutral
1065,en,.@HiltonBrisbane Is possible you check if I leave several DVD in room when I go early in week? I go in hurry but forget check room. #Putin,neutral
1066,en,"@GermanyDiplo Let's hope he has the moral courage to tell #Putin straight to his face to 'GET OUT OF UKRAINE!', if not its just hot air.",negative
1067,en,@RT_com looks like #Putin is positioning himself to blame the US for Russia's worsening economic problems.,negative
1068,en,Evgenia Chirikova: Britain can do the world a favour and make life difficult for #Putin's oligarchs living here. We have leverage #magnitsky,negative
1069,en,"Contrary to the opinion of @HillaryClinton, who I admire, #Putin WILL NOT BACKDOWN TO A LITTLE PUSHBACK. He's only there to EXPAND Russia.",positive
1070,en,Russia's economy is GOING DOWN How else can #Putin make his countrymen look the other way & forget about the econ? More invasions? Correct.,negative
1071,en,"Kasyanov: The only goal of #Putin is to maintain his power, this explains also his foreign policy ,#Magnitsky",negative
1072,en,"@MoscowTimes real men are increasingly scarce in our world.say what you like about this #putin,the truth is that he is a real man.",positive
1073,en,That LITTLE BASTARD #Putin realizes that Americans are WAR WARY & he's taking advantage. We could have beaten Russia post WWI & post WWII.,negative
1074,en,When asked about famine and human rights abuses in #DPR #Putin smiled and said that the rebuilding of the USSR is going according to plan.,negative
1075,en,Candid discussion at @AtlanticCouncil addressing fundamental questions about how to manage #Putin's resurgence & protect democracy in Europe,neutral
1076,en,.@jhamacek at Lion&Eagle Symposium: Stop focusing on what #Putin wants - we should first determine what the transatlantic community needs,neutral
1077,en,"Critics of #Putin don't get what he's trying to do. Not to go back to times of Soviet #Russia but to retain the dignity, integrity & duty.",positive
1078,en,"@Novorossiyan #putin is confident. He plays the long game and as a good chess player, he has already read all his opponent's moves",positive
1079,en,@leonidragozin Germans have endless patience w #Putin. How many hours have Merkel spent talking? Only to find Putin advancing his position,negative
1080,en,Trust in #Putin will shine a light on the path ahead out of the unsustainable economic cul-de-sac the west dinosaur has led us down.,positive
1081,en,We are not a power country.#StephenHarper is not a power player.Are army looks like a special needs camp.Sorry to #putin SH jewish comment,neutral
1082,en,"#Obama is quite a good orator, at the beginning of his presidency especially so. But #Putin is a COMMUNICATOR. Putin can speak AT LENGTH.",positive
1083,en,Is #Obama #Putin's Handler and are they Both on the Right White Side of History both avoiding a Global Thermonuclear Holocaust or World War?,neutral
1084,en,Rumours #Putin has called an Emergency Session of Russia's Military Services to discuss threat of @David_Cameron's Dad's Army Reservists,neutral
1085,en,"! NB >>>#EU expert: ""One shouldn't forget, those who survive in #Putin's team are existentially dependent on loyalty to their own country.""",neutral
1086,en,Seems to me the RUS ambassador to England is sent out by #Putin to express his wiews on conflict. Happily RT:ed by certain persons...,neutral
1087,en,"It is announced that #Putin's visit to Turkey had been upgraded from a ""working visit"" to a ""state visit"".",neutral
1088,en,"Why don't all the leftist #Putin lovers speak put, when Russia is testing missiles? Do they really believe Merkel is escalating the conflict",neutral
1089,en,“@harun_yahya: It is very nice that #Putin is full of life and have a great relation with youngsters and that he encourages being lively.”,positive
1090,en,Elizabeth II reported to have suffered a #Putin attack last week. Claimed #France is an artificial country and she was its rightful ruler.,neutral
1091,en,@VeraVanHorne The USSR-hangover rednecks were just about to be wiped. Then #Putin started sending the rus tanks and now sactions kill russia,neutral
1092,en,. @ArianaGicPerry not sure dichotomous either let #Putin have Ukraine or not is the correct conception of issue or options available,neutral
1093,en,"##Putin is not admitting direct operations in Ukraine the same way USA dont admit FUNDING MAIDAN ORGIES,so why then US/EU so much appalled?",positive
1094,en,.@RT_com made itself into a pariah by following #Putin's regime down the path to oblivion. You sell your souls for what? Devalued rubles?,negative
1095,en,"@RT_com, #putin is perfect unless you are russophobic. This come from an Indian who was russophobic.",positive
1096,en,"@StafBettridge Indeed but, #Putin URGENTLY needs more € and US$ now, and he loves US$ more than €",neutral
1097,en,@CanadaNATO #Putin has to hopefully self-destruct or force his people to lynch him. He is a psychotic man with genocidal tendencies!,negative
1098,en,"@AndreGoLow Maybe they should start playing some of those again as they follow after #Putin. Violence, vandalism, etc.",negative
1099,en,Russia #Putin is developing and renewing the most dangerous weapons humans can think of. And some analysts still refuse to call it cold war.,negative
1100,en,"@TimothyMcAll I mean, there are ppl starving in the terrorist-held areas & nothing is sent there except by #Putin.",positive
1101,en,"The #EU's inaction only further motivates #Putin - not just the military war, but the information and hearts & minds.",neutral
1102,en,@oldpicsarchive #Putin is Sexy! is he married? I should just go kick his lil dumbass Wifes ass and take him. LOL I'm that mean now-thanks T.,positive
1103,en,RUB 50% deval balances oil price crash cos #Putin gets same cash for budgetary bills. And infl. not exploding with imports ban. How long?,negative
1104,en,Does anybody have a photograph of a shirtless #Putin pushing a wheelbarrow full of rubles to the store to purchase some buckwheat?,neutral
1105,en,"""All we are saying is give peace a chance."" - John Lennon ☮ #Obama #Putin Halt Your Cold War so that World Can Make some Progress with BRICS",negative
1106,en,I Think as Real Social Liberal and Real Globalist that #Putin and #Obama by working very close together can avoid a Thermonuclear Holocaust,neutral
